GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,59.0,59,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,56.0,56,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,HOUSEHOLD_COMP_BY_AGE,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,Adults with children and/or adolescents,34.288433075,34.29,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),32.398342133,32.40,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),66.82421875,66.82,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2015,2015,2015,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),1.609763026,1.61,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2015,2015,2015,AFR,Africa,KEN,Kenya,HOUSEHOLD_COMP_BY_AGE,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,Adults with children and/or adolescents,31.062498093,31.06,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,55.0,55,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,36.0,36,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,53.0,53,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,36.502597809,36.50,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,6.0,6,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,HOUSEHOLD_COMP_BY_AGE,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,Only older adults (>=60 years old),14.741155624,14.74,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,HOUSEHOLD_COMP_BY_AGE,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,Adults only (20-59 years old),3.739024401,3.74,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,54.0,54,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,61.0,61,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,36.0,36,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,55.0,55,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,16.504529953,16.50,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,28.0,28,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,FINANCIALHARDSHIPCOMPONENT,FINANCIALHARDSHIPCOMPONENT_COMPONENT_TOTAL,Total,34.693725586,34.69,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,49.0,49,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,41.0,41,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,60.0,60,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,32.0,32,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,29.0,29,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,FINANCIALHARDSHIPCOMPONENT,FINANCIALHARDSHIPCOMPONENT_COMPONENT_LARGE,Large spending (Component 1),2.049158812,2.05,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),2.539791584,2.54,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,51.0,51,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,72.0,72,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,66.0,66,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,41.0,41,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,74.0,74,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,10.254015923,10.25,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,59.0,59,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,72.371063232,72.37,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,64.0,64,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,DEMOGRAPHIC,DEMOGRAPHIC_HEADOFHOUSEHOLD,Head of household,35.824890137,35.82,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,53.0,53,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,46.0,46,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,53.0,53,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,65.0,65,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,47.0,47,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2015,2015,2015,AFR,Africa,KEN,Kenya,HOUSEHOLD_COMP_BY_AGE,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,Only older adults (>=60 years old),17.142501831,17.14,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,FINANCIALHARDSHIPCOMPONENT,FINANCIALHARDSHIPCOMPONENT_COMPONENT_TOTAL,Total,16.504529953,16.50,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,29.0,29,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,52.0,52,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2015,2015,2015,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,61.274547577,61.27,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,66.0,66,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,28.0,28,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,44.0,44,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,36.0,36,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,41.0,41,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,52.0,52,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2015,2015,2015,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),53.518753052,53.52,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,54.0,54,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,56.0,56,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,6.0,6,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,40.0,40,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),1.879422665,1.88,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,2005,2005,2005,AFR,Africa,KEN,Kenya,DEMOGRAPHIC,DEMOGRAPHIC_HEADOFHOUSEHOLD,Head of household,33.235645294,33.24,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,62.0,62,,
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-noncommunicable-diseases,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,53.0,53,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,43.0,43,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,46.0,46,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,36.0,36,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,9.0,9,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,7.0,7,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,37.0,37,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,45.0,45,,
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-service-coverage-index-%28sdg-3.8.1%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,44.0,44,,
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,30.0,30,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,39.0,39,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-----of-population-by-household-age-composition,1997,1997,1997,AFR,Africa,KEN,Kenya,FINANCIALHARDSHIPCOMPONENT,FINANCIALHARDSHIPCOMPONENT_COMPONENT_IMPOV,Impoverishing spending (Component 2),14.455370903,14.46,,
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,70.0,70,,
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,35.0,35,,
