GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,8682.0,8682,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,1707.0,1707,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,2.6,2.6,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,985.0,985,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,0.25,0.25,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,6623.0,6623,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,43311.0,43 311,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,4506.0,4506,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,2.36,2.36,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,55125.0,55 125,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,11.39,11.39,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,182.0,182,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,964.0,964,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,5019.0,5019,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,40292.0,40 292,,
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,987.0,987,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,2355.0,2355,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,2092.0,2092,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,746.0,746,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,930.0,930,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,9340.0,9340,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,7549.0,7549,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,86423.0,86 423,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,1331.0,1331,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,5055.0,5055,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,3.59,3.59,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,0.24,0.24,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,7549.0,7549,,
HWF_0018,Environmental and Occupational Health Inspectors and Associates  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-inspectors-and-associates-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,3682.0,3682,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,68994.0,68 994,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,41413.0,41 413,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,1663.0,1663,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,10000.0,10 000,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,3033.0,3033,,
HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/specialist-medical-practitioners-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,2440.0,2440,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,1045.0,1045,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,86490.0,86 490,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,15948.0,15 948,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,41413.0,41 413,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,0.25,0.25,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,841.0,841,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,1.93,1.93,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,0.05,0.05,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,61769.0,61 769,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,631.0,631,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,53168.0,53 168,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,1.77,1.77,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,30830.0,30 830,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,1.84,1.84,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,8092.0,8092,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,1628.0,1628,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,29678.0,29 678,,
HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,2882.0,2882,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,10.81,10.81,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,0.25,0.25,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,2860.0,2860,,
HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/specialist-medical-practitioners-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,4575.0,4575,,
HWF_0019,Medical and Pathology Laboratory scientists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-scientists-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,1854.0,1854,,
HWF_0013,Dental Prosthetic Technicians (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-prosthetic-technicians-%28number%29,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,468.0,468,,
HWF_0020,Medical and Pathology Laboratory Technicians  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-technicians-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,1200.0,1200,,
